customer_id,age,gender,category,purchase_amount,location,season,review_rating,shipping_type,discount_applied,previous_purchases,payment_method,cadence,purchases_per_year,forward_annual_value,satisfaction_flag,value_tier,segment
1020,32,Male,Clothing,76,Kentucky,Winter,2.8,Standard,Yes,33,Venmo,Bi-Weekly,26,1976,Low,Tier 1,1. Core Loyal
1021,24,Male,Accessories,95,Delaware,Fall,4.5,Express,Yes,41,Debit Card,Annually,1,95,High,Tier 4,3. Developing
1022,55,Male,Outerwear,51,Massachusetts,Winter,4.9,2-Day Shipping,Yes,39,PayPal,Weekly,52,2652,High,Tier 1,1. Core Loyal
1023,61,Male,Accessories,41,Nebraska,Winter,4.9,Store Pickup,Yes,7,Cash,Annually,1,41,High,Tier 4,4. Low Engagement
1024,61,Male,Accessories,71,Maine,Winter,3.5,Free Shipping,Yes,29,Bank Transfer,Quarterly,4,284,Medium,Tier 3,3. Developing
1025,28,Male,Clothing,66,Pennsylvania,Summer,3.5,Free Shipping,Yes,18,Venmo,Quarterly,4,264,Medium,Tier 3,4. Low Engagement
1026,60,Male,Clothing,84,Nebraska,Winter,4.9,Free Shipping,Yes,15,Credit Card,Annually,1,84,High,Tier 4,4. Low Engagement
1027,49,Male,Accessories,95,Virginia,Winter,3.0,Express,Yes,39,PayPal,Bi-Weekly,26,2470,Medium,Tier 1,1. Core Loyal
1028,33,Male,Accessories,90,Ohio,Summer,2.8,Next Day Air,Yes,11,Cash,Monthly,12,1080,Low,Tier 2,3. Developing
1029,45,Male,Clothing,36,Nebraska,Summer,3.7,Standard,Yes,4,Cash,Bi-Weekly,26,936,Medium,Tier 2,3. Developing
1030,29,Male,Accessories,22,Ohio,Spring,3.6,2-Day Shipping,Yes,33,Venmo,Bi-Weekly,26,572,Medium,Tier 3,2. Established
1031,58,Male,Outerwear,89,Kentucky,Winter,3.3,Next Day Air,Yes,37,Debit Card,Quarterly,4,356,Medium,Tier 3,3. Developing
1032,22,Male,Footwear,50,Tennessee,Spring,3.4,Free Shipping,Yes,32,Cash,Quarterly,4,200,Medium,Tier 3,3. Developing
1033,55,Male,Footwear,36,Maine,Fall,4.0,Free Shipping,Yes,44,Credit Card,Quarterly,4,144,High,Tier 4,3. Developing
1034,19,Male,Clothing,52,Montana,Spring,4.6,Free Shipping,Yes,41,Bank Transfer,Quarterly,4,208,High,Tier 3,3. Developing
1035,68,Male,Clothing,29,Maryland,Fall,4.2,Next Day Air,Yes,44,Bank Transfer,Weekly,52,1508,High,Tier 2,2. Established
1036,61,Male,Clothing,89,Georgia,Fall,2.8,Express,Yes,32,Venmo,Annually,1,89,Low,Tier 4,3. Developing
1037,68,Male,Accessories,47,Hawaii,Fall,3.7,2-Day Shipping,Yes,13,Bank Transfer,Monthly,12,564,Medium,Tier 3,3. Developing
1038,52,Male,Accessories,25,Rhode Island,Spring,3.4,Standard,Yes,48,Debit Card,Quarterly,4,100,Medium,Tier 4,3. Developing
1039,41,Male,Clothing,74,Nebraska,Fall,3.0,Express,Yes,3,Bank Transfer,Weekly,52,3848,Medium,Tier 1,3. Developing
1040,29,Male,Accessories,46,Michigan,Fall,4.8,Standard,Yes,39,Venmo,Monthly,12,552,High,Tier 3,2. Established
1041,68,Male,Clothing,22,North Carolina,Fall,4.0,Next Day Air,Yes,7,Cash,Bi-Weekly,26,572,High,Tier 3,3. Developing
1042,36,Male,Clothing,25,Minnesota,Summer,4.9,Next Day Air,Yes,11,Cash,Bi-Weekly,26,650,High,Tier 2,3. Developing
1043,55,Male,Accessories,80,Maryland,Spring,4.9,Next Day Air,Yes,47,Credit Card,Weekly,52,4160,High,Tier 1,1. Core Loyal
1044,28,Male,Clothing,76,Hawaii,Spring,3.3,2-Day Shipping,Yes,28,Debit Card,Bi-Weekly,26,1976,Medium,Tier 1,1. Core Loyal
1045,39,Male,Clothing,30,Oregon,Summer,4.4,Next Day Air,Yes,17,Bank Transfer,Quarterly,4,120,High,Tier 4,4. Low Engagement
1046,54,Male,Clothing,79,New Mexico,Fall,3.5,2-Day Shipping,Yes,11,PayPal,Bi-Weekly,26,2054,Medium,Tier 1,3. Developing
1047,40,Male,Footwear,22,Illinois,Winter,4.2,Standard,Yes,12,Venmo,Annually,1,22,High,Tier 4,4. Low Engagement
1048,31,Male,Clothing,36,Utah,Fall,4.2,Standard,Yes,7,Credit Card,Bi-Weekly,26,936,High,Tier 2,3. Developing
1049,30,Male,Clothing,77,Maine,Fall,2.7,Standard,Yes,19,Venmo,Bi-Weekly,26,2002,Low,Tier 1,3. Developing
1050,45,Male,Accessories,33,Virginia,Fall,2.8,Store Pickup,Yes,24,Cash,Quarterly,4,132,Low,Tier 4,4. Low Engagement
1051,48,Male,Footwear,64,Florida,Winter,3.8,Next Day Air,Yes,19,Venmo,Monthly,12,768,Medium,Tier 2,3. Developing
1052,45,Male,Clothing,53,Ohio,Fall,2.6,Free Shipping,Yes,39,PayPal,Annually,1,53,Low,Tier 4,3. Developing
1053,60,Male,Footwear,36,Virginia,Fall,3.0,2-Day Shipping,Yes,1,Credit Card,Bi-Weekly,26,936,Medium,Tier 2,3. Developing
1054,59,Male,Clothing,70,Kansas,Spring,3.3,2-Day Shipping,Yes,10,Debit Card,Bi-Weekly,26,1820,Medium,Tier 1,3. Developing
1055,18,Male,Clothing,96,Arkansas,Winter,4.9,Express,Yes,48,PayPal,Quarterly,4,384,High,Tier 3,3. Developing
1056,70,Male,Outerwear,27,Massachusetts,Spring,3.3,Next Day Air,Yes,24,Debit Card,Annually,1,27,Medium,Tier 4,4. Low Engagement
1057,20,Male,Clothing,64,Idaho,Winter,2.9,2-Day Shipping,Yes,42,Venmo,Bi-Weekly,26,1664,Low,Tier 1,1. Core Loyal
1058,65,Male,Outerwear,23,Wisconsin,Spring,4.4,2-Day Shipping,Yes,20,Credit Card,Weekly,52,1196,High,Tier 2,3. Developing
1059,29,Male,Accessories,33,New Mexico,Summer,3.1,Next Day Air,Yes,49,Bank Transfer,Quarterly,4,132,Medium,Tier 4,3. Developing
1060,22,Male,Outerwear,34,North Carolina,Winter,2.5,Standard,Yes,25,Debit Card,Monthly,12,408,Low,Tier 3,2. Established
1061,27,Male,Clothing,35,Iowa,Summer,2.6,Next Day Air,Yes,21,Debit Card,Quarterly,4,140,Low,Tier 4,4. Low Engagement
1062,36,Male,Outerwear,62,Idaho,Summer,4.4,Free Shipping,Yes,12,Venmo,Quarterly,4,248,High,Tier 3,4. Low Engagement
1063,59,Male,Footwear,75,Ohio,Fall,2.6,Next Day Air,Yes,21,Debit Card,Quarterly,4,300,Low,Tier 3,4. Low Engagement
1064,62,Male,Clothing,29,Alabama,Summer,3.3,Free Shipping,Yes,35,Cash,Monthly,12,348,Medium,Tier 3,2. Established
1065,34,Male,Accessories,28,Wyoming,Spring,3.5,Express,Yes,42,Credit Card,Quarterly,4,112,Medium,Tier 4,3. Developing
1066,59,Male,Clothing,20,Alabama,Spring,4.1,Store Pickup,Yes,3,PayPal,Quarterly,4,80,High,Tier 4,4. Low Engagement
1067,49,Male,Outerwear,96,Mississippi,Winter,4.0,Store Pickup,Yes,11,PayPal,Bi-Weekly,26,2496,High,Tier 1,3. Developing
1068,18,Male,Clothing,43,Pennsylvania,Summer,2.7,2-Day Shipping,Yes,22,PayPal,Quarterly,4,172,Low,Tier 4,4. Low Engagement
1069,55,Male,Clothing,94,Wyoming,Fall,2.5,Standard,Yes,47,Credit Card,Weekly,52,4888,Low,Tier 1,1. Core Loyal
1070,38,Male,Clothing,81,Maryland,Fall,4.3,Next Day Air,Yes,33,Venmo,Quarterly,4,324,High,Tier 3,3. Developing
1071,50,Male,Accessories,75,North Carolina,Summer,3.3,Free Shipping,Yes,50,Debit Card,Weekly,52,3900,Medium,Tier 1,1. Core Loyal
1072,61,Male,Accessories,81,Pennsylvania,Summer,2.6,Express,Yes,46,Credit Card,Monthly,12,972,Low,Tier 2,2. Established
1073,48,Male,Clothing,92,Idaho,Fall,,Express,Yes,34,Debit Card,Bi-Weekly,26,2392,Unknown,Tier 1,1. Core Loyal
1074,22,Male,Accessories,96,California,Spring,4.0,Store Pickup,Yes,33,Credit Card,Monthly,12,1152,High,Tier 2,2. Established
1075,48,Male,Accessories,71,Tennessee,Fall,2.6,Standard,Yes,45,Bank Transfer,Bi-Weekly,26,1846,Low,Tier 1,1. Core Loyal
1076,57,Male,Accessories,50,Missouri,Summer,4.9,Next Day Air,Yes,32,Debit Card,Bi-Weekly,26,1300,High,Tier 2,2. Established
1077,33,Male,Outerwear,72,North Dakota,Spring,2.9,Standard,Yes,47,Venmo,Bi-Weekly,26,1872,Low,Tier 1,1. Core Loyal
1078,58,Male,Outerwear,28,West Virginia,Winter,3.7,Standard,Yes,5,PayPal,Quarterly,4,112,Medium,Tier 4,4. Low Engagement
1079,37,Male,Clothing,59,Arizona,Fall,4.4,Express,Yes,49,Credit Card,Bi-Weekly,26,1534,High,Tier 2,2. Established
1080,18,Male,Outerwear,33,Oklahoma,Summer,4.4,Free Shipping,Yes,48,Bank Transfer,Monthly,12,396,High,Tier 3,2. Established
1081,65,Male,Accessories,59,Pennsylvania,Fall,3.8,Express,Yes,22,Cash,Quarterly,4,236,Medium,Tier 3,4. Low Engagement
1082,62,Male,Accessories,30,Idaho,Spring,4.5,Standard,Yes,45,Credit Card,Annually,1,30,High,Tier 4,3. Developing
1083,54,Male,Accessories,85,South Carolina,Winter,2.6,Next Day Air,Yes,30,Venmo,Quarterly,4,340,Low,Tier 3,3. Developing
1084,35,Male,Accessories,97,Washington,Summer,3.3,Store Pickup,Yes,43,Cash,Weekly,52,5044,Medium,Tier 1,1. Core Loyal
1085,34,Male,Clothing,36,Arkansas,Fall,4.1,Next Day Air,Yes,48,Cash,Quarterly,4,144,High,Tier 4,3. Developing
1086,25,Male,Accessories,85,Utah,Winter,3.0,Store Pickup,Yes,23,Venmo,Bi-Weekly,26,2210,Medium,Tier 1,3. Developing
1087,53,Male,Accessories,62,Alaska,Winter,3.0,Free Shipping,Yes,27,PayPal,Bi-Weekly,26,1612,Medium,Tier 2,2. Established
1088,45,Male,Clothing,71,West Virginia,Winter,3.4,Next Day Air,Yes,7,Bank Transfer,Monthly,12,852,Medium,Tier 2,3. Developing
1089,49,Male,Clothing,21,Louisiana,Winter,2.7,Free Shipping,Yes,2,PayPal,Weekly,52,1092,Low,Tier 2,3. Developing
1090,40,Male,Accessories,61,Arizona,Spring,3.8,Next Day Air,Yes,33,PayPal,Bi-Weekly,26,1586,Medium,Tier 2,2. Established
1091,38,Male,Accessories,58,Connecticut,Spring,4.2,Store Pickup,Yes,27,Cash,Bi-Weekly,26,1508,High,Tier 2,2. Established
1092,44,Male,Clothing,80,North Carolina,Spring,4.7,Store Pickup,Yes,6,Credit Card,Bi-Weekly,26,2080,High,Tier 1,3. Developing
1093,68,Male,Accessories,50,South Dakota,Spring,4.1,2-Day Shipping,Yes,20,Venmo,Quarterly,4,200,High,Tier 3,4. Low Engagement
1094,60,Male,Footwear,48,Delaware,Winter,4.2,2-Day Shipping,Yes,46,Venmo,Quarterly,4,192,High,Tier 3,3. Developing
1095,25,Male,Accessories,40,Connecticut,Winter,4.8,Next Day Air,Yes,25,Cash,Quarterly,4,160,High,Tier 4,3. Developing
1096,19,Male,Outerwear,34,Tennessee,Summer,3.0,Free Shipping,Yes,30,Bank Transfer,Quarterly,4,136,Medium,Tier 4,3. Developing
1097,57,Male,Outerwear,46,New Hampshire,Fall,2.6,Standard,Yes,48,Credit Card,Annually,1,46,Low,Tier 4,3. Developing
1098,58,Male,Accessories,27,Vermont,Summer,3.2,Store Pickup,Yes,47,Bank Transfer,Weekly,52,1404,Medium,Tier 2,2. Established
1099,49,Male,Accessories,98,Idaho,Spring,3.6,Next Day Air,Yes,27,Credit Card,Weekly,52,5096,Medium,Tier 1,1. Core Loyal
1100,19,Male,Clothing,73,North Carolina,Fall,2.6,Next Day Air,Yes,45,Bank Transfer,Bi-Weekly,26,1898,Low,Tier 1,1. Core Loyal
1101,50,Male,Clothing,28,Nevada,Spring,4.4,Express,Yes,2,Credit Card,Weekly,52,1456,High,Tier 2,3. Developing
1102,30,Male,Accessories,76,Delaware,Fall,3.0,Free Shipping,Yes,39,Cash,Bi-Weekly,26,1976,Medium,Tier 1,1. Core Loyal
1103,52,Male,Clothing,83,Texas,Fall,2.9,Express,Yes,24,Cash,Bi-Weekly,26,2158,Low,Tier 1,3. Developing
1104,35,Male,Clothing,23,Tennessee,Spring,4.3,Free Shipping,Yes,8,Debit Card,Bi-Weekly,26,598,High,Tier 2,3. Developing
1105,35,Male,Accessories,28,Delaware,Fall,3.1,Express,Yes,8,Bank Transfer,Quarterly,4,112,Medium,Tier 4,4. Low Engagement
1106,33,Male,Clothing,83,Massachusetts,Spring,3.0,Next Day Air,Yes,6,Venmo,Quarterly,4,332,Medium,Tier 3,4. Low Engagement
1107,52,Male,Clothing,96,Minnesota,Winter,3.6,Store Pickup,Yes,12,Venmo,Bi-Weekly,26,2496,Medium,Tier 1,3. Developing
1108,69,Male,Footwear,62,Texas,Fall,2.8,Store Pickup,Yes,26,Bank Transfer,Weekly,52,3224,Low,Tier 1,1. Core Loyal
1109,27,Male,Clothing,25,Nebraska,Fall,2.8,Standard,Yes,50,Cash,Bi-Weekly,26,650,Low,Tier 2,2. Established
1110,66,Male,Clothing,97,Oklahoma,Winter,,Next Day Air,Yes,2,Venmo,Weekly,52,5044,Unknown,Tier 1,3. Developing
1111,28,Male,Clothing,61,Texas,Fall,3.0,Standard,Yes,31,Cash,Bi-Weekly,26,1586,Medium,Tier 2,2. Established
1112,22,Male,Footwear,66,New York,Summer,4.1,Next Day Air,Yes,4,Credit Card,Bi-Weekly,26,1716,High,Tier 1,3. Developing
1113,69,Male,Clothing,67,Washington,Spring,4.6,Free Shipping,Yes,32,PayPal,Quarterly,4,268,High,Tier 3,3. Developing
1114,28,Male,Accessories,80,Maryland,Summer,4.8,Next Day Air,Yes,11,PayPal,Bi-Weekly,26,2080,High,Tier 1,3. Developing
1115,55,Male,Clothing,25,New Hampshire,Fall,2.6,Next Day Air,Yes,47,Bank Transfer,Quarterly,4,100,Low,Tier 4,3. Developing
1116,30,Male,Accessories,58,New York,Fall,4.0,2-Day Shipping,Yes,37,Cash,Weekly,52,3016,High,Tier 1,1. Core Loyal
1117,67,Male,Accessories,96,Hawaii,Winter,4.2,Express,Yes,39,PayPal,Bi-Weekly,26,2496,High,Tier 1,1. Core Loyal
1118,25,Male,Accessories,77,California,Spring,4.5,Store Pickup,Yes,24,Credit Card,Monthly,12,924,High,Tier 2,3. Developing
1119,49,Male,Accessories,65,Indiana,Summer,4.9,Standard,Yes,11,PayPal,Quarterly,4,260,High,Tier 3,4. Low Engagement
1120,34,Male,Accessories,36,Louisiana,Spring,3.1,Standard,Yes,36,Credit Card,Weekly,52,1872,Medium,Tier 1,1. Core Loyal
1121,22,Male,Footwear,84,Pennsylvania,Winter,4.0,Next Day Air,Yes,40,Debit Card,Monthly,12,1008,High,Tier 2,2. Established
1122,63,Male,Clothing,58,Florida,Fall,3.2,Express,Yes,25,Cash,Quarterly,4,232,Medium,Tier 3,3. Developing
1123,70,Male,Accessories,62,North Carolina,Spring,4.3,2-Day Shipping,Yes,12,Credit Card,Annually,1,62,High,Tier 4,4. Low Engagement
1124,36,Male,Accessories,67,Massachusetts,Fall,2.5,Store Pickup,Yes,38,Cash,Monthly,12,804,Low,Tier 2,2. Established
1125,42,Male,Clothing,20,Iowa,Spring,,Express,Yes,40,Cash,Quarterly,4,80,Unknown,Tier 4,3. Developing
1126,27,Male,Footwear,90,North Dakota,Summer,2.7,2-Day Shipping,Yes,10,Bank Transfer,Weekly,52,4680,Low,Tier 1,3. Developing
1127,23,Male,Accessories,58,Iowa,Winter,3.4,Standard,Yes,47,Venmo,Bi-Weekly,26,1508,Medium,Tier 2,2. Established
1128,50,Male,Clothing,53,Delaware,Spring,4.8,Store Pickup,Yes,22,Debit Card,Monthly,12,636,High,Tier 2,3. Developing
1129,56,Male,Accessories,30,New York,Winter,4.7,Next Day Air,Yes,35,Debit Card,Monthly,12,360,High,Tier 3,2. Established
1130,37,Male,Clothing,65,New Hampshire,Winter,4.7,Express,Yes,46,Venmo,Bi-Weekly,26,1690,High,Tier 1,1. Core Loyal
1131,67,Male,Accessories,41,Kentucky,Summer,3.9,Standard,Yes,30,PayPal,Bi-Weekly,26,1066,Medium,Tier 2,2. Established
1132,67,Male,Clothing,73,Illinois,Spring,3.7,Express,Yes,20,Bank Transfer,Monthly,12,876,Medium,Tier 2,3. Developing
1133,50,Male,Clothing,98,North Carolina,Spring,4.3,Store Pickup,Yes,25,Cash,Bi-Weekly,26,2548,High,Tier 1,1. Core Loyal
1134,36,Male,Footwear,36,Connecticut,Winter,4.1,2-Day Shipping,Yes,29,Cash,Weekly,52,1872,High,Tier 1,1. Core Loyal
1135,62,Male,Clothing,81,Wisconsin,Summer,,Express,Yes,2,Venmo,Quarterly,4,324,Unknown,Tier 3,4. Low Engagement
1136,65,Male,Clothing,90,Massachusetts,Winter,3.6,2-Day Shipping,Yes,32,Bank Transfer,Quarterly,4,360,Medium,Tier 3,3. Developing
1137,23,Male,Accessories,83,Illinois,Summer,4.8,Free Shipping,Yes,37,Cash,Monthly,12,996,High,Tier 2,2. Established
1138,46,Male,Clothing,91,New Mexico,Winter,2.8,2-Day Shipping,Yes,16,Bank Transfer,Quarterly,4,364,Low,Tier 3,4. Low Engagement
1139,18,Male,Clothing,36,Iowa,Summer,4.7,Express,Yes,32,Venmo,Bi-Weekly,26,936,High,Tier 2,2. Established
1140,58,Male,Outerwear,53,Alabama,Spring,3.9,Standard,Yes,42,Debit Card,Bi-Weekly,26,1378,Medium,Tier 2,2. Established
1141,31,Male,Clothing,39,Maryland,Winter,2.6,Store Pickup,Yes,6,Credit Card,Quarterly,4,156,Low,Tier 4,4. Low Engagement
1142,39,Male,Accessories,33,Ohio,Winter,4.7,Next Day Air,Yes,23,PayPal,Bi-Weekly,26,858,High,Tier 2,3. Developing
1143,69,Male,Clothing,76,Ohio,Spring,3.5,Store Pickup,Yes,27,Venmo,Bi-Weekly,26,1976,Medium,Tier 1,1. Core Loyal
1144,68,Male,Footwear,23,Nevada,Winter,4.4,Standard,Yes,43,PayPal,Quarterly,4,92,High,Tier 4,3. Developing
1145,41,Male,Clothing,54,South Carolina,Fall,4.4,2-Day Shipping,Yes,25,Bank Transfer,Bi-Weekly,26,1404,High,Tier 2,2. Established
1146,31,Male,Footwear,89,Nevada,Summer,3.0,Express,Yes,30,Cash,Quarterly,4,356,Medium,Tier 3,3. Developing
1147,48,Male,Footwear,38,Wisconsin,Summer,4.2,Standard,Yes,7,Bank Transfer,Quarterly,4,152,High,Tier 4,4. Low Engagement
1148,59,Male,Accessories,36,Tennessee,Winter,4.3,Next Day Air,Yes,17,Debit Card,Annually,1,36,High,Tier 4,4. Low Engagement
1149,34,Male,Clothing,66,Florida,Spring,2.6,Store Pickup,Yes,10,PayPal,Bi-Weekly,26,1716,Low,Tier 1,3. Developing
1150,21,Male,Accessories,42,Georgia,Spring,3.3,Store Pickup,Yes,40,Venmo,Annually,1,42,Medium,Tier 4,3. Developing
1151,29,Male,Accessories,36,Kentucky,Winter,2.7,Next Day Air,Yes,50,Venmo,Bi-Weekly,26,936,Low,Tier 2,2. Established
1152,41,Male,Clothing,86,Ohio,Spring,,Express,Yes,24,Credit Card,Weekly,52,4472,Unknown,Tier 1,3. Developing
1153,62,Male,Accessories,49,Connecticut,Fall,4.0,Standard,Yes,8,PayPal,Quarterly,4,196,High,Tier 3,4. Low Engagement
1154,27,Male,Clothing,41,Idaho,Summer,4.0,Free Shipping,Yes,6,Bank Transfer,Quarterly,4,164,High,Tier 4,4. Low Engagement
1155,49,Male,Clothing,82,Georgia,Spring,2.9,2-Day Shipping,Yes,44,Credit Card,Bi-Weekly,26,2132,Low,Tier 1,1. Core Loyal
1156,67,Male,Clothing,53,Tennessee,Fall,2.6,Express,Yes,47,PayPal,Quarterly,4,212,Low,Tier 3,3. Developing
1157,20,Male,Footwear,21,Hawaii,Summer,4.8,Express,Yes,6,Venmo,Quarterly,4,84,High,Tier 4,4. Low Engagement
1158,37,Male,Accessories,66,Maryland,Fall,4.4,Standard,Yes,11,Cash,Quarterly,4,264,High,Tier 3,4. Low Engagement
1159,69,Male,Accessories,89,Nevada,Summer,4.0,2-Day Shipping,Yes,41,Bank Transfer,Annually,1,89,High,Tier 4,3. Developing
1160,66,Male,Accessories,55,New Hampshire,Fall,3.6,2-Day Shipping,Yes,46,Venmo,Quarterly,4,220,Medium,Tier 3,3. Developing
1161,37,Male,Accessories,42,North Dakota,Summer,3.2,Next Day Air,Yes,9,Venmo,Bi-Weekly,26,1092,Medium,Tier 2,3. Developing
1162,63,Male,Clothing,52,Oklahoma,Fall,3.1,2-Day Shipping,Yes,37,PayPal,Monthly,12,624,Medium,Tier 2,2. Established
1163,47,Male,Footwear,92,North Carolina,Winter,4.2,Express,Yes,13,PayPal,Weekly,52,4784,High,Tier 1,3. Developing
1164,26,Male,Clothing,56,Tennessee,Summer,3.0,2-Day Shipping,Yes,24,Debit Card,Monthly,12,672,Medium,Tier 2,3. Developing
1165,68,Male,Clothing,96,Montana,Winter,4.2,Standard,Yes,47,PayPal,Quarterly,4,384,High,Tier 3,3. Developing
1166,51,Male,Clothing,64,Wisconsin,Winter,2.9,Next Day Air,Yes,21,Venmo,Quarterly,4,256,Low,Tier 3,4. Low Engagement
1167,48,Male,Clothing,48,Connecticut,Winter,3.7,Store Pickup,Yes,22,Venmo,Bi-Weekly,26,1248,Medium,Tier 2,3. Developing
1168,60,Male,Clothing,83,New Jersey,Summer,3.6,Free Shipping,Yes,16,PayPal,Quarterly,4,332,Medium,Tier 3,4. Low Engagement
1169,68,Male,Accessories,91,Mississippi,Summer,3.6,Standard,Yes,37,Debit Card,Bi-Weekly,26,2366,Medium,Tier 1,1. Core Loyal
1170,25,Male,Accessories,94,Wyoming,Fall,4.5,2-Day Shipping,Yes,3,Cash,Annually,1,94,High,Tier 4,4. Low Engagement
1171,57,Male,Clothing,62,Illinois,Spring,3.2,Express,Yes,33,Cash,Bi-Weekly,26,1612,Medium,Tier 2,2. Established
1172,41,Male,Clothing,55,Louisiana,Spring,3.9,Next Day Air,Yes,15,Debit Card,Annually,1,55,Medium,Tier 4,4. Low Engagement
1173,59,Male,Outerwear,68,Oregon,Spring,4.6,Store Pickup,Yes,42,Bank Transfer,Bi-Weekly,26,1768,High,Tier 1,1. Core Loyal
1174,44,Male,Accessories,76,South Dakota,Winter,2.5,Express,Yes,42,Cash,Bi-Weekly,26,1976,Low,Tier 1,1. Core Loyal
1175,42,Male,Accessories,31,Michigan,Winter,4.3,Express,Yes,19,Bank Transfer,Bi-Weekly,26,806,High,Tier 2,3. Developing
1176,35,Male,Accessories,81,New Jersey,Spring,4.1,Store Pickup,Yes,26,PayPal,Quarterly,4,324,High,Tier 3,3. Developing
1177,36,Male,Clothing,83,Oregon,Winter,,Free Shipping,Yes,39,PayPal,Quarterly,4,332,Unknown,Tier 3,3. Developing
1178,54,Male,Clothing,21,Iowa,Spring,4.8,Standard,Yes,24,Debit Card,Monthly,12,252,High,Tier 3,3. Developing
1179,37,Male,Clothing,22,South Carolina,Spring,4.9,Express,Yes,23,Debit Card,Annually,1,22,High,Tier 4,4. Low Engagement
1180,20,Male,Clothing,33,Indiana,Summer,2.8,Free Shipping,Yes,44,Bank Transfer,Annually,1,33,Low,Tier 4,3. Developing
1181,23,Male,Clothing,23,Oregon,Spring,4.9,Standard,Yes,34,Cash,Monthly,12,276,High,Tier 3,2. Established
1182,61,Male,Clothing,96,New York,Summer,3.5,Free Shipping,Yes,43,Bank Transfer,Quarterly,4,384,Medium,Tier 3,3. Developing
1183,37,Male,Accessories,21,New Mexico,Spring,3.8,Express,Yes,45,PayPal,Quarterly,4,84,Medium,Tier 4,3. Developing
1184,23,Male,Clothing,39,Louisiana,Spring,4.5,2-Day Shipping,Yes,4,Credit Card,Weekly,52,2028,High,Tier 1,3. Developing
1185,63,Male,Accessories,73,South Carolina,Fall,3.4,Express,Yes,19,Credit Card,Annually,1,73,Medium,Tier 4,4. Low Engagement
1186,47,Male,Clothing,64,Maine,Spring,3.9,Standard,Yes,29,Credit Card,Monthly,12,768,Medium,Tier 2,2. Established
1187,63,Male,Clothing,68,Indiana,Summer,4.1,2-Day Shipping,Yes,27,Credit Card,Annually,1,68,High,Tier 4,3. Developing
1188,56,Male,Accessories,89,Iowa,Fall,3.0,Express,Yes,37,Credit Card,Quarterly,4,356,Medium,Tier 3,3. Developing
1189,68,Male,Clothing,29,Mississippi,Summer,3.3,Next Day Air,Yes,11,Credit Card,Weekly,52,1508,Medium,Tier 2,3. Developing
1190,64,Male,Clothing,97,Arkansas,Summer,,Free Shipping,Yes,28,Debit Card,Annually,1,97,Unknown,Tier 4,3. Developing
1191,62,Male,Clothing,45,South Carolina,Winter,4.3,Next Day Air,Yes,31,Credit Card,Weekly,52,2340,High,Tier 1,1. Core Loyal
1192,34,Male,Clothing,70,Indiana,Winter,4.1,Free Shipping,Yes,50,Venmo,Quarterly,4,280,High,Tier 3,3. Developing
1193,49,Male,Outerwear,56,Florida,Summer,4.0,2-Day Shipping,Yes,42,Venmo,Quarterly,4,224,High,Tier 3,3. Developing
1194,40,Male,Outerwear,55,Alaska,Fall,5.0,2-Day Shipping,Yes,18,Credit Card,Bi-Weekly,26,1430,High,Tier 2,3. Developing
1195,50,Male,Clothing,46,New York,Winter,3.1,2-Day Shipping,Yes,6,Credit Card,Bi-Weekly,26,1196,Medium,Tier 2,3. Developing
1196,25,Male,Accessories,95,Texas,Winter,4.0,2-Day Shipping,Yes,33,Venmo,Monthly,12,1140,High,Tier 2,2. Established
1197,30,Male,Accessories,88,North Dakota,Winter,3.2,2-Day Shipping,Yes,13,Bank Transfer,Bi-Weekly,26,2288,Medium,Tier 1,3. Developing
1198,54,Male,Footwear,92,Vermont,Fall,3.9,Standard,Yes,26,PayPal,Annually,1,92,Medium,Tier 4,3. Developing
1199,40,Male,Clothing,49,New Jersey,Summer,3.9,2-Day Shipping,Yes,17,Cash,Annually,1,49,Medium,Tier 4,4. Low Engagement
1200,49,Male,Footwear,89,Maryland,Fall,4.5,Free Shipping,Yes,3,Debit Card,Weekly,52,4628,High,Tier 1,3. Developing
1201,27,Male,Outerwear,22,Connecticut,Winter,4.4,Store Pickup,Yes,7,PayPal,Weekly,52,1144,High,Tier 2,3. Developing
1202,27,Male,Footwear,61,Illinois,Summer,3.1,2-Day Shipping,Yes,46,Venmo,Bi-Weekly,26,1586,Medium,Tier 2,2. Established
1203,48,Male,Accessories,29,Maryland,Spring,2.9,Standard,Yes,14,Venmo,Quarterly,4,116,Low,Tier 4,4. Low Engagement
1204,40,Male,Footwear,82,Minnesota,Winter,3.7,Free Shipping,Yes,23,Bank Transfer,Annually,1,82,Medium,Tier 4,4. Low Engagement
1205,67,Male,Accessories,94,Florida,Spring,3.2,2-Day Shipping,Yes,20,Credit Card,Quarterly,4,376,Medium,Tier 3,4. Low Engagement
1206,52,Male,Accessories,99,California,Spring,3.5,Standard,Yes,38,Bank Transfer,Bi-Weekly,26,2574,Medium,Tier 1,1. Core Loyal
1207,22,Male,Accessories,59,Mississippi,Fall,3.0,Free Shipping,Yes,16,Venmo,Quarterly,4,236,Medium,Tier 3,4. Low Engagement
1208,62,Male,Footwear,90,Washington,Summer,4.1,Next Day Air,Yes,48,Credit Card,Quarterly,4,360,High,Tier 3,3. Developing
1209,20,Male,Footwear,100,Wisconsin,Winter,,2-Day Shipping,Yes,8,Debit Card,Annually,1,100,Unknown,Tier 4,4. Low Engagement
